Date,Open,High,Low,Close,Adj Close,Volume,Change
11/28/2017,2605.939941,2627.689941,2605.439941,2627.040039,2627.040039,3488420000,0.008096924
11/27/2017,2602.659912,2606.409912,2598.870117,2601.419922,2601.419922,3006860000,-0.000476432
11/24/2017,2600.419922,2604.209961,2600.419922,2602.419922,2602.419922,1349780000,0.000769107
11/22/2017,2600.310059,2600.939941,2595.22998,2597.080078,2597.080078,2762950000,-0.001242152
11/21/2017,2589.169922,2601.189941,2589.169922,2599.030029,2599.030029,3332720000,0.003808212
11/20/2017,2579.48999,2584.639893,2578.23999,2582.139893,2582.139893,3003540000,0.001027297
11/17/2017,2582.939941,2583.959961,2577.620117,2578.850098,2578.850098,3300160000,-0.001583406
11/16/2017,2572.949951,2590.090088,2572.949951,2585.639893,2585.639893,3312710000,0.004932059
11/15/2017,2569.449951,2572.840088,2557.449951,2564.620117,2564.620117,3558890000,-0.001879715
11/14/2017,2577.75,2579.659912,2566.560059,2578.870117,2578.870117,3641760000,0.000434533
11/13/2017,2576.530029,2587.659912,2574.47998,2584.840088,2584.840088,3402930000,0.003225291
11/10/2017,2580.179932,2583.810059,2575.570068,2582.300049,2582.300049,3486910000,0.000821693
11/9/2017,2584,2586.5,2566.330078,2584.620117,2584.620117,3831610000,0.000239983
11/8/2017,2588.709961,2595.469971,2585.02002,2594.379883,2594.379883,3899360000,0.00219025
11/7/2017,2592.110107,2597.02002,2584.350098,2590.639893,2590.639893,3809650000,-0.000567188
11/6/2017,2587.469971,2593.379883,2585.659912,2591.129883,2591.129883,3539080000,0.001414475
11/3/2017,2581.929932,2588.419922,2576.77002,2587.840088,2587.840088,3567710000,0.002289046
11/2/2017,2579.459961,2581.110107,2566.169922,2579.850098,2579.850098,4048270000,0.000151248
11/1/2017,2583.209961,2588.399902,2574.919922,2579.360107,2579.360107,3813180000,-0.001490337
10/31/2017,2575.98999,2578.290039,2572.149902,2575.26001,2575.26001,3827230000,-0.000283378
10/30/2017,2577.75,2580.030029,2568.25,2572.830078,2572.830078,3658870000,-0.001908611
10/27/2017,2570.26001,2582.97998,2565.939941,2581.070068,2581.070068,3887110000,0.004205823
10/26/2017,2560.080078,2567.070068,2559.800049,2560.399902,2560.399902,3869050000,0.000124927
10/25/2017,2566.52002,2567.399902,2544,2557.149902,2557.149902,3874510000,-0.003650904
10/24/2017,2568.659912,2572.179932,2565.580078,2569.129883,2569.129883,3427330000,0.000182963
10/23/2017,2578.080078,2578.290039,2564.330078,2564.97998,2564.97998,3211710000,-0.005081339
10/20/2017,2567.560059,2575.439941,2567.560059,2575.209961,2575.209961,3384650000,0.002979444
10/19/2017,2553.389893,2562.360107,2547.919922,2562.100098,2562.100098,2990710000,0.003411232
10/18/2017,2562.870117,2564.110107,2559.669922,2561.26001,2561.26001,2998090000,-0.000628244
10/17/2017,2557.169922,2559.709961,2554.689941,2559.360107,2559.360107,2889390000,0.000856488
10/16/2017,2555.570068,2559.469971,2552.639893,2557.639893,2557.639893,2916020000,0.000809927
10/13/2017,2555.659912,2557.649902,2552.090088,2553.169922,2553.169922,3149440000,-0.000974304
10/12/2017,2552.879883,2555.330078,2548.310059,2550.929932,2550.929932,3151510000,-0.000763824
10/11/2017,2550.620117,2555.23999,2547.949951,2555.23999,2555.23999,2976090000,0.001811274
10/10/2017,2549.98999,2555.22998,2544.860107,2550.639893,2550.639893,2960500000,0.000254865
10/9/2017,2551.389893,2551.820068,2541.600098,2544.72998,2544.72998,2483970000,-0.002610308
10/6/2017,2547.439941,2549.409912,2543.790039,2549.330078,2549.330078,2884570000,0.000741975
10/5/2017,2540.860107,2552.51001,2540.02002,2552.070068,2552.070068,3045120000,0.004411877
10/4/2017,2533.47998,2540.530029,2531.800049,2537.73999,2537.73999,3017120000,0.001681486
10/3/2017,2530.340088,2535.129883,2528.850098,2534.580078,2534.580078,3068850000,0.00167566
10/2/2017,2521.199951,2529.22998,2520.399902,2529.120117,2529.120117,3199730000,0.003141427
9/29/2017,2509.959961,2519.439941,2507.98999,2519.360107,2519.360107,3211920000,0.003745138
9/28/2017,2503.409912,2510.810059,2502.929932,2510.060059,2510.060059,3168620000,0.002656436
9/27/2017,2503.300049,2511.75,2495.909912,2507.040039,2507.040039,3456030000,0.001494024
9/26/2017,2501.040039,2503.51001,2495.120117,2496.840088,2496.840088,3043110000,-0.001679282
9/25/2017,2499.389893,2502.540039,2488.030029,2496.659912,2496.659912,3297890000,-0.001092259
9/22/2017,2497.26001,2503.469971,2496.540039,2502.219971,2502.219971,2865960000,0.001986161
9/21/2017,2507.159912,2507.159912,2499,2500.600098,2500.600098,2930860000,-0.002616432
9/20/2017,2506.840088,2508.850098,2496.669922,2508.23999,2508.23999,3530010000,0.000558433
9/19/2017,2506.290039,2507.840088,2503.189941,2506.649902,2506.649902,3249100000,0.000143584
9/18/2017,2502.51001,2508.320068,2499.919922,2503.870117,2503.870117,3194300000,0.000543497
9/15/2017,2495.669922,2500.22998,2493.159912,2500.22998,2500.22998,4853170000,0.001827188
9/14/2017,2494.560059,2498.429932,2491.350098,2495.620117,2495.620117,3414460000,0.000424948
9/13/2017,2493.889893,2498.370117,2492.139893,2498.370117,2498.370117,3368050000,0.00179648
9/12/2017,2491.939941,2496.77002,2490.370117,2496.47998,2496.47998,3230920000,0.001821889
9/11/2017,2474.52002,2488.949951,2474.52002,2488.110107,2488.110107,3291760000,0.005492009
9/8/2017,2462.25,2467.110107,2459.399902,2461.429932,2461.429932,3302490000,-0.000333056
9/7/2017,2468.060059,2468.620117,2460.290039,2465.100098,2465.100098,3353930000,-0.001199307
9/6/2017,2463.830078,2469.639893,2459.199951,2465.540039,2465.540039,3374410000,0.000694026
9/5/2017,2470.350098,2471.969971,2446.550049,2457.850098,2457.850098,3490260000,-0.005060012
9/1/2017,2474.419922,2480.379883,2473.850098,2476.550049,2476.550049,2710730000,0.000860859
8/31/2017,2462.649902,2475.01001,2462.649902,2471.649902,2471.649902,3348110000,0.0036546
8/30/2017,2446.060059,2460.310059,2443.77002,2457.590088,2457.590088,2633660000,0.004713715
8/29/2017,2431.939941,2449.189941,2428.199951,2446.300049,2446.300049,2737580000,0.005904795
8/28/2017,2447.350098,2449.120117,2439.030029,2444.23999,2444.23999,2677700000,-0.001270806
8/25/2017,2444.719971,2453.959961,2442.219971,2443.050049,2443.050049,2588780000,-0.000683073
8/24/2017,2447.909912,2450.389893,2436.189941,2438.969971,2438.969971,2846590000,-0.003652071
8/23/2017,2444.879883,2448.909912,2441.419922,2444.040039,2444.040039,2785290000,-0.000343511
8/22/2017,2433.75,2454.77002,2433.669922,2452.51001,2452.51001,2777490000,0.007708273
8/21/2017,2425.5,2430.580078,2417.350098,2428.370117,2428.370117,2788150000,0.001183309
8/18/2017,2427.639893,2440.27002,2420.689941,2425.550049,2425.550049,3415680000,-0.000860854
8/17/2017,2462.949951,2465.02002,2430.01001,2430.01001,2430.01001,3142620000,-0.013374182
8/16/2017,2468.629883,2474.929932,2463.860107,2468.110107,2468.110107,2953650000,-0.000210552
8/15/2017,2468.659912,2468.899902,2461.610107,2464.610107,2464.610107,2913100000,-0.001640487
8/14/2017,2454.959961,2468.219971,2454.959961,2465.840088,2465.840088,2822550000,0.004431896
8/11/2017,2441.040039,2448.090088,2437.850098,2441.320068,2441.320068,3159930000,0.000114717
8/10/2017,2465.379883,2465.379883,2437.75,2438.209961,2438.209961,3621070000,-0.011020582
8/9/2017,2465.350098,2474.409912,2462.080078,2474.02002,2474.02002,3308060000,0.00351671
8/8/2017,2478.350098,2490.870117,2470.320068,2474.919922,2474.919922,3344640000,-0.001384056
8/7/2017,2477.139893,2480.949951,2475.879883,2480.909912,2480.909912,2931780000,0.001521924
8/4/2017,2476.879883,2480,2472.080078,2476.830078,2476.830078,3235140000,-2.0108E-05
8/3/2017,2476.030029,2476.030029,2468.850098,2472.159912,2472.159912,3645020000,-0.001563033
8/2/2017,2480.379883,2480.379883,2466.47998,2477.570068,2477.570068,3478580000,-0.001132816
8/1/2017,2477.100098,2478.51001,2471.139893,2476.350098,2476.350098,3460860000,-0.000302773
7/31/2017,2475.939941,2477.959961,2468.530029,2470.300049,2470.300049,3469210000,-0.002277879
7/28/2017,2469.120117,2473.530029,2464.659912,2472.100098,2472.100098,3294770000,0.0012069
7/27/2017,2482.76001,2484.040039,2459.929932,2475.419922,2475.419922,3995520000,-0.002956423
7/26/2017,2479.969971,2481.689941,2474.939941,2477.830078,2477.830078,3557020000,-0.000862871
7/25/2017,2477.879883,2481.23999,2474.909912,2477.129883,2477.129883,4108060000,-0.000302678
7/24/2017,2472.040039,2473.100098,2466.320068,2469.909912,2469.909912,3010240000,-0.000861688
7/21/2017,2467.399902,2472.540039,2465.060059,2472.540039,2472.540039,3059570000,0.00208322
7/20/2017,2475.560059,2477.620117,2468.429932,2473.449951,2473.449951,3182780000,-0.000852376
7/19/2017,2463.850098,2473.830078,2463.850098,2473.830078,2473.830078,3059760000,0.004050563
7/18/2017,2455.879883,2460.919922,2450.340088,2460.610107,2460.610107,2962130000,0.001926081
7/17/2017,2459.5,2462.820068,2457.159912,2459.139893,2459.139893,2793170000,-0.000146415
7/14/2017,2449.159912,2463.540039,2446.689941,2459.27002,2459.27002,2736640000,0.00412799
7/13/2017,2444.98999,2449.320068,2441.689941,2447.830078,2447.830078,3067670000,0.001161595
7/12/2017,2435.75,2445.76001,2435.75,2443.25,2443.25,3171620000,0.003079134
7/11/2017,2427.350098,2429.300049,2412.790039,2425.530029,2425.530029,3106750000,-0.000749817
7/10/2017,2424.51001,2432,2422.27002,2427.429932,2427.429932,2999130000,0.001204335
7/7/2017,2413.52002,2426.919922,2413.52002,2425.179932,2425.179932,2901330000,0.004831082
7/6/2017,2423.439941,2424.280029,2407.699951,2409.75,2409.75,3364520000,-0.005648971
7/5/2017,2430.780029,2434.899902,2422.050049,2432.540039,2432.540039,3367220000,0.000724052
7/3/2017,2431.389893,2439.169922,2428.689941,2429.01001,2429.01001,1962290000,-0.000978816
6/30/2017,2429.199951,2432.709961,2421.649902,2423.409912,2423.409912,3361590000,-0.002383517
6/29/2017,2442.379883,2442.72998,2405.699951,2419.699951,2419.699951,3900280000,-0.009285997
6/28/2017,2428.699951,2442.969971,2428.02002,2440.689941,2440.689941,3500800000,0.004936793
6/27/2017,2436.340088,2440.149902,2419.379883,2419.379883,2419.379883,3563910000,-0.006961345
6/26/2017,2443.320068,2450.419922,2437.030029,2439.070068,2439.070068,3238970000,-0.001739436
6/23/2017,2434.649902,2441.399902,2431.110107,2438.300049,2438.300049,5278330000,0.001499249
6/22/2017,2437.399902,2441.620117,2433.27002,2434.5,2434.5,3468210000,-0.001189752
6/21/2017,2439.310059,2442.22998,2430.73999,2435.610107,2435.610107,3594820000,-0.001516803
6/20/2017,2450.659912,2450.659912,2436.600098,2437.030029,2437.030029,3416510000,-0.005561719
6/19/2017,2442.550049,2453.820068,2441.790039,2453.459961,2453.459961,3264700000,0.004466607
6/16/2017,2431.23999,2433.149902,2422.879883,2433.149902,2433.149902,5284720000,0.000785571
6/15/2017,2424.139893,2433.949951,2418.530029,2432.459961,2432.459961,3353050000,0.003432173
6/14/2017,2443.75,2443.75,2428.340088,2437.919922,2437.919922,3555590000,-0.00238571
6/13/2017,2434.149902,2441.48999,2431.280029,2440.350098,2440.350098,3275500000,0.002547171
6/12/2017,2425.879883,2430.379883,2419.969971,2429.389893,2429.389893,4027750000,0.001446902
6/9/2017,2436.389893,2446.199951,2415.699951,2431.77002,2431.77002,4027340000,-0.001896196
6/8/2017,2434.27002,2439.27002,2427.939941,2433.790039,2433.790039,3728860000,-0.000197177
6/7/2017,2432.030029,2435.280029,2424.75,2433.139893,2433.139893,3572300000,0.000456353
6/6/2017,2431.919922,2436.209961,2428.120117,2429.330078,2429.330078,3357840000,-0.001064938
6/5/2017,2437.830078,2439.550049,2434.320068,2436.100098,2436.100098,2912600000,-0.000709639
6/2/2017,2431.280029,2440.22998,2427.709961,2439.070068,2439.070068,3461680000,0.00320409
6/1/2017,2415.649902,2430.060059,2413.540039,2430.060059,2430.060059,3857140000,0.005965333
5/31/2017,2415.629883,2415.98999,2403.590088,2411.800049,2411.800049,4516110000,-0.001585439
5/30/2017,2411.669922,2415.26001,2409.429932,2412.909912,2412.909912,3203160000,0.000514162
5/26/2017,2414.5,2416.679932,2412.199951,2415.820068,2415.820068,2805040000,0.000546725
5/25/2017,2409.540039,2418.709961,2408.01001,2415.070068,2415.070068,3535390000,0.002295056
5/24/2017,2401.409912,2405.580078,2397.98999,2404.389893,2404.389893,3389900000,0.00124093
5/23/2017,2397.040039,2400.850098,2393.879883,2398.419922,2398.419922,3213570000,0.000575661
5/22/2017,2387.209961,2395.459961,2386.919922,2394.02002,2394.02002,3172830000,0.002852727
5/19/2017,2371.370117,2389.060059,2370.429932,2381.72998,2381.72998,3825160000,0.004368725
5/18/2017,2354.689941,2375.73999,2352.719971,2365.719971,2365.719971,4319420000,0.004684281
5/17/2017,2382.949951,2384.870117,2356.209961,2357.030029,2357.030029,4163000000,-0.010877241
5/16/2017,2404.550049,2405.77002,2396.050049,2400.669922,2400.669922,3420790000,-0.00161366
5/15/2017,2393.97998,2404.050049,2393.939941,2402.320068,2402.320068,3473600000,0.003483775
5/12/2017,2392.439941,2392.439941,2387.189941,2390.899902,2390.899902,3305630000,-0.000643711
5/11/2017,2394.840088,2395.719971,2381.73999,2394.439941,2394.439941,3727420000,-0.000167087
5/10/2017,2396.790039,2399.73999,2392.790039,2399.629883,2399.629883,3643530000,0.001184853
5/9/2017,2401.580078,2403.870117,2392.439941,2396.919922,2396.919922,3653590000,-0.001940454
5/8/2017,2399.939941,2401.360107,2393.919922,2399.379883,2399.379883,3429440000,-0.000233363
5/5/2017,2392.370117,2399.290039,2389.379883,2399.290039,2399.290039,3540140000,0.002892496
5/4/2017,2389.790039,2391.429932,2380.350098,2389.52002,2389.52002,4362540000,-0.000112989
5/3/2017,2386.5,2389.820068,2379.75,2388.129883,2388.129883,3893990000,0.00068296
5/2/2017,2391.050049,2392.929932,2385.820068,2391.169922,2391.169922,3813680000,5.0134E-05
5/1/2017,2388.5,2394.48999,2384.830078,2388.330078,2388.330078,3199240000,-7.11417E-05
4/28/2017,2393.679932,2393.679932,2382.360107,2384.199951,2384.199951,3718270000,-0.003960421
4/27/2017,2389.699951,2392.100098,2382.679932,2388.77002,2388.77002,4098460000,-0.000389141
4/26/2017,2388.97998,2398.159912,2386.780029,2387.449951,2387.449951,4105920000,-0.000640453
4/25/2017,2381.51001,2392.47998,2381.149902,2388.610107,2388.610107,3995240000,0.002981342
4/24/2017,2370.330078,2376.97998,2369.189941,2374.149902,2374.149902,3690650000,0.001611516
4/21/2017,2354.73999,2356.179932,2344.51001,2348.689941,2348.689941,3503360000,-0.002569307
4/20/2017,2342.689941,2361.370117,2340.909912,2355.840088,2355.840088,3647420000,0.005613268
4/19/2017,2346.790039,2352.629883,2335.050049,2338.169922,2338.169922,3519900000,-0.003673152
4/18/2017,2342.530029,2348.350098,2334.540039,2342.189941,2342.189941,3269840000,-0.00014518
4/17/2017,2332.620117,2349.139893,2332.51001,2349.01001,2349.01001,2824710000,0.007026388
4/13/2017,2341.97998,2348.26001,2328.949951,2328.949951,2328.949951,3143890000,-0.005563681
4/12/2017,2352.149902,2352.719971,2341.179932,2344.929932,2344.929932,3196950000,-0.00306952
4/11/2017,2353.919922,2355.219971,2337.25,2353.780029,2353.780029,3117420000,-5.94298E-05
4/10/2017,2357.159912,2366.370117,2351.5,2357.159912,2357.159912,2785410000,0
4/7/2017,2356.590088,2363.76001,2350.73999,2355.540039,2355.540039,3053150000,-0.00044558
4/6/2017,2353.790039,2364.159912,2348.899902,2357.48999,2357.48999,3201920000,0.001571912
4/5/2017,2366.590088,2378.360107,2350.52002,2352.949951,2352.949951,3770520000,-0.005763625
4/4/2017,2354.76001,2360.530029,2350.719971,2360.159912,2360.159912,3206240000,0.002293186
4/3/2017,2362.340088,2365.870117,2344.72998,2358.840088,2358.840088,3416400000,-0.001481582
3/31/2017,2364.820068,2370.350098,2362.600098,2362.719971,2362.719971,3354110000,-0.000888058
3/30/2017,2361.310059,2370.419922,2358.580078,2368.060059,2368.060059,3158420000,0.002858583
3/29/2017,2356.540039,2363.360107,2352.939941,2361.129883,2361.129883,3106940000,0.001947705
3/28/2017,2339.790039,2363.780029,2337.629883,2358.570068,2358.570068,3367780000,0.008026374
3/27/2017,2329.110107,2344.899902,2322.25,2341.590088,2341.590088,3240230000,0.005358261
3/24/2017,2350.419922,2356.219971,2335.73999,2343.97998,2343.97998,2975130000,-0.002739911
3/23/2017,2345.969971,2358.919922,2342.129883,2345.959961,2345.959961,3260600000,-4.26689E-06
3/22/2017,2343,2351.810059,2336.449951,2348.449951,2348.449951,3572730000,0.002326057
3/21/2017,2379.320068,2381.929932,2341.899902,2344.02002,2344.02002,4265590000,-0.014836191
3/20/2017,2378.23999,2379.550049,2369.659912,2373.469971,2373.469971,3054930000,-0.002005693
3/17/2017,2383.709961,2385.709961,2377.639893,2378.25,2378.25,5178040000,-0.002290531
3/16/2017,2387.709961,2388.100098,2377.179932,2381.379883,2381.379883,3365660000,-0.002651108
3/15/2017,2370.340088,2390.01001,2368.939941,2385.26001,2385.26001,3906840000,0.006294423
3/14/2017,2368.550049,2368.550049,2358.179932,2365.449951,2365.449951,3172630000,-0.001308859
3/13/2017,2371.560059,2374.419922,2368.52002,2373.469971,2373.469971,3133900000,0.00080534
3/10/2017,2372.52002,2376.860107,2363.040039,2372.600098,2372.600098,3432950000,3.37523E-05
3/9/2017,2363.48999,2369.080078,2354.540039,2364.870117,2364.870117,3716340000,0.000583936
3/8/2017,2369.810059,2373.090088,2361.01001,2362.97998,2362.97998,3812100000,-0.002882121
3/7/2017,2370.73999,2375.120117,2365.51001,2368.389893,2368.389893,3518390000,-0.000991293
3/6/2017,2375.22998,2378.800049,2367.97998,2375.310059,2375.310059,3232700000,3.37142E-05
3/3/2017,2380.919922,2383.889893,2375.389893,2383.120117,2383.120117,3555260000,0.000924094
3/2/2017,2394.75,2394.75,2380.169922,2381.919922,2381.919922,3821320000,-0.005357586
3/1/2017,2380.129883,2400.97998,2380.129883,2395.959961,2395.959961,4345180000,0.00665093
2/28/2017,2366.080078,2367.790039,2358.959961,2363.639893,2363.639893,4210140000,-0.00103132
2/27/2017,2365.22998,2371.540039,2361.870117,2369.75,2369.75,3582610000,0.001911028
2/24/2017,2355.72998,2367.340088,2352.870117,2367.340088,2367.340088,3831570000,0.004928454
2/23/2017,2367.5,2368.26001,2355.090088,2363.810059,2363.810059,4015260000,-0.001558581
2/22/2017,2361.110107,2365.129883,2358.340088,2362.820068,2362.820068,3468670000,0.000724219
2/21/2017,2354.909912,2366.709961,2354.909912,2365.379883,2365.379883,3579780000,0.004446018
2/17/2017,2343.01001,2351.159912,2339.580078,2351.159912,2351.159912,3513060000,0.00347839
2/16/2017,2349.639893,2351.310059,2338.870117,2347.219971,2347.219971,3672370000,-0.001029912
2/15/2017,2335.580078,2351.300049,2334.810059,2349.25,2349.25,3775590000,0.005852902
2/14/2017,2326.120117,2337.580078,2322.169922,2337.580078,2337.580078,3520910000,0.004926642
2/13/2017,2321.719971,2331.580078,2321.419922,2328.25,2328.25,3349730000,0.002812583
2/10/2017,2312.27002,2319.22998,2311.100098,2316.100098,2316.100098,3475020000,0.001656415
2/9/2017,2296.699951,2311.080078,2296.610107,2307.870117,2307.870117,3677940000,0.004863572
2/8/2017,2289.550049,2295.909912,2285.379883,2294.669922,2294.669922,3609740000,0.002236192
2/7/2017,2295.870117,2299.399902,2290.159912,2293.080078,2293.080078,3448690000,-0.001215243
2/6/2017,2294.280029,2296.179932,2288.570068,2292.560059,2292.560059,3109050000,-0.000749677
2/3/2017,2288.540039,2298.310059,2287.879883,2297.419922,2297.419922,3597970000,0.003880152
2/2/2017,2276.689941,2283.969971,2271.649902,2280.850098,2280.850098,3807710000,0.001827283
2/1/2017,2285.590088,2289.139893,2272.439941,2279.550049,2279.550049,3916610000,-0.002642661
1/31/2017,2274.02002,2279.090088,2267.209961,2278.870117,2278.870117,4087450000,0.00213283
1/30/2017,2286.01001,2286.01001,2268.040039,2280.899902,2280.899902,3591270000,-0.002235383
1/27/2017,2299.02002,2299.02002,2291.620117,2294.689941,2294.689941,3135890000,-0.001883446
1/26/2017,2298.629883,2300.98999,2294.080078,2296.679932,2296.679932,3610360000,-0.00084831
1/25/2017,2288.879883,2299.550049,2288.879883,2298.370117,2298.370117,3846020000,0.004146235
1/24/2017,2267.879883,2284.629883,2266.679932,2280.070068,2280.070068,3810960000,0.005375146
1/23/2017,2267.780029,2271.780029,2257.02002,2265.199951,2265.199951,3152710000,-0.001137711
1/20/2017,2269.959961,2276.959961,2265.01001,2271.310059,2271.310059,3524970000,0.000594767
1/19/2017,2271.899902,2274.330078,2258.409912,2263.689941,2263.689941,3165970000,-0.003613698
1/18/2017,2269.139893,2272.01001,2263.350098,2271.889893,2271.889893,3315250000,0.001211913
1/17/2017,2269.139893,2272.080078,2262.810059,2267.889893,2267.889893,3584990000,-0.00055087
1/13/2017,2272.73999,2278.679932,2271.51001,2274.639893,2274.639893,3081270000,0.000835953
1/12/2017,2271.139893,2271.780029,2254.25,2270.439941,2270.439941,3462130000,-0.000308194
1/11/2017,2268.600098,2275.320068,2260.830078,2275.320068,2275.320068,3620410000,0.002962166
1/10/2017,2269.719971,2279.27002,2265.27002,2268.899902,2268.899902,3638790000,-0.000361308
1/9/2017,2273.590088,2275.48999,2268.899902,2268.899902,2268.899902,3217610000,-0.002062899
1/6/2017,2271.139893,2282.100098,2264.060059,2276.97998,2276.97998,3339890000,0.002571434
1/5/2017,2268.179932,2271.5,2260.449951,2269,2269,3761820000,0.000361553
1/4/2017,2261.600098,2272.820068,2261.600098,2270.75,2270.75,3764890000,0.004045765
1/3/2017,2251.570068,2263.879883,2245.129883,2257.830078,2257.830078,3770530000,0.002780287
12/30/2016,2251.610107,2253.580078,2233.620117,2238.830078,2238.830078,2670900000,-0.005675951
12/29/2016,2249.5,2254.51001,2244.560059,2249.26001,2249.26001,2336370000,-0.000106686
12/28/2016,2270.22998,2271.310059,2249.110107,2249.919922,2249.919922,2392360000,-0.008946256
12/27/2016,2266.22998,2273.820068,2266.149902,2268.879883,2268.879883,1987080000,0.0011693
12/23/2016,2260.25,2263.790039,2258.840088,2263.790039,2263.790039,2020550000,0.001566216
12/22/2016,2262.929932,2263.179932,2256.080078,2260.959961,2260.959961,2876320000,-0.00087054
12/21/2016,2270.540039,2271.22998,2265.149902,2265.179932,2265.179932,2852230000,-0.002360719
12/20/2016,2266.5,2272.560059,2266.139893,2270.76001,2270.76001,3298780000,0.001879554
12/19/2016,2259.23999,2267.469971,2258.209961,2262.530029,2262.530029,3248370000,0.001456259
12/16/2016,2266.810059,2268.050049,2254.23999,2258.070068,2258.070068,5920340000,-0.003855634
12/15/2016,2253.77002,2272.120117,2253.77002,2262.030029,2262.030029,4168200000,0.003664974
12/14/2016,2268.350098,2276.199951,2248.439941,2253.280029,2253.280029,4406970000,-0.006643626
12/13/2016,2263.320068,2277.530029,2263.320068,2271.719971,2271.719971,3857590000,0.003711319
12/12/2016,2258.830078,2264.030029,2252.370117,2256.959961,2256.959961,4034510000,-0.000827914
12/9/2016,2249.72998,2259.800049,2249.22998,2259.530029,2259.530029,3884480000,0.0043561
12/8/2016,2241.129883,2251.689941,2237.570068,2246.189941,2246.189941,4200580000,0.002257816
12/7/2016,2210.719971,2241.629883,2208.929932,2241.350098,2241.350098,4501820000,0.013855272
12/6/2016,2207.26001,2212.780029,2202.209961,2212.22998,2212.22998,3855320000,0.002251647
12/5/2016,2200.649902,2209.419922,2199.969971,2204.709961,2204.709961,3895230000,0.001844936
12/2/2016,2191.120117,2197.949951,2188.370117,2191.949951,2191.949951,3779500000,0.000378726
12/1/2016,2200.169922,2202.600098,2187.439941,2191.080078,2191.080078,5063740000,-0.004131428
11/30/2016,2204.969971,2214.100098,2198.810059,2198.810059,2198.810059,5533980000,-0.002793649
11/29/2016,2200.76001,2210.459961,2198.149902,2204.659912,2204.659912,3706560000,0.001772071
11/28/2016,2210.209961,2211.139893,2200.360107,2201.719971,2201.719971,3505650000,-0.003841259
11/25/2016,2206.27002,2213.350098,2206.27002,2213.350098,2213.350098,1584600000,0.003209071
11/23/2016,2198.550049,2204.719971,2194.51001,2204.719971,2204.719971,3418640000,0.00280636
11/22/2016,2201.560059,2204.800049,2194.51001,2202.939941,2202.939941,3957940000,0.000626775
11/21/2016,2186.429932,2198.699951,2186.429932,2198.179932,2198.179932,3607010000,0.005374057
11/18/2016,2186.850098,2189.889893,2180.379883,2181.899902,2181.899902,3572400000,-0.002263619
11/17/2016,2178.610107,2188.060059,2176.649902,2187.120117,2187.120117,3809160000,0.003906165
11/16/2016,2177.530029,2179.219971,2172.199951,2176.939941,2176.939941,3830590000,-0.00027099
11/15/2016,2168.290039,2180.840088,2166.379883,2180.389893,2180.389893,4543860000,0.005580367
11/14/2016,2165.639893,2171.360107,2156.080078,2164.199951,2164.199951,5367200000,-0.000664904
11/11/2016,2162.709961,2165.919922,2152.48999,2164.449951,2164.449951,4988050000,0.000804542
11/10/2016,2167.48999,2182.300049,2151.169922,2167.47998,2167.47998,6451640000,-4.61825E-06
11/9/2016,2131.560059,2170.100098,2125.350098,2163.26001,2163.26001,6264150000,0.014871714
11/8/2016,2129.919922,2146.870117,2123.560059,2139.560059,2139.560059,3916930000,0.004526056
11/7/2016,2100.590088,2132,2100.590088,2131.52002,2131.52002,3736060000,0.014724402
